PALESTINA,"nepriznana država na Bližnjem vzhodu, ki jo trenutno zaseda Izrael",,
PALESTINE,"mesto v zvezni državi Teksas, ZDA",,
PALESTRA,"telovadnica pri starih Grkih in Rimljanih",,
PALESTRINA,"italijanski skladatelj - Giovanni Pierluigi da (ok. 1525†1594)",,
PALESTRINA,"mesto v pokrajinia Rim v regiji Lacij, Italija",,
PALETA,"poljsko-mehiška igralka v telenovelah - Dominika (1972-), (Prevare)",,
PALETA,"poljsko-mehiška igralka v telenovelah - Ludwika (1978-)",,
PALETA,"priprava za prevažanje blaga (teh.)",,
PALETA,"slikarska deščica za mešanje barv",,perplexity
PALETIZACIJA,"uvajanje prevažanja blaga na paletah (teh.)",,
PALETO,"vrsta ženskega plašča",,
PALETTI,"italijanski dirkač Formule 1 - Riccardo (1958†1982)",,
PALETTI,"slovenska pisateljica, ki piše v rezijanščini - Silvana (1947-)",,
PALEY,"britanski teolog - William (1743†1805)",,
PALEŠNIK,"naselje pri Hercegovcu, Hrvaška",,
PALEŽ,"naselje pri Žabljaku, Črna Gora",,
PALEŽ,"ožig (agr.)",,
PALEŽNICA,"naselje pri Ljigu, Srbija",,
PALFI,"madžarski politik - Istvan (1966†2006)",,
PALFISZEG,"naselje v županiji Zala, Madžarska",,
PALGHAT,"mesto v zvezni državi Kerala, Indija",,
PALGRAVE,"britanski bankir in ekonomist - Robert Harry Inglis (1827†1919)",,
PALGRAVE,"britanski pesnik - Francis Turner (1824†1897), (Amenophis)",,
PALGRAVE,"britanski zgodovinar - Francis (1788†1861)",,
PALHANO,"mesto v zvezni državi Ceara, Brazilija",,
PALHAZA,"naselje v županiji Borsod-Abauj-Zemplen, Madžarska",,
PALHOCA,"mesto v zvezni državi Santa Catarina, Brazilija",,
PALI,"naselje v občini Bijelo Polje, Črna gora",,
PALI,"sveti jezik budizma Theravada",,
PALIACIJA,"lajšanje simptomov bolezni brez zdravilnega učinka, največkrat pri neozdravljivo bolnih, kjer se je prenehalo z zdravljenjem",,
PALIAK,"Saturnov nepravilni naravni satelit",,
PALIATIV,"sredstvo za začasno olajšanje bolečin ali ublažitev bolezenskih znakov (farm.)",,perplexity
PALIATIVA,"lajšanje simptomov bolezni brez zdravilnega učinka (med.)",,
PALIAŠVILI,"rusko-gruzinski skladatelj in etnolog - Zaharij (1871†1933)",,
PALICA,"dolg, tanjši, v prerezu navadno okrogel lesen predmet",,
PALICA,"dolžinska mera, 138 cm (nekdaj)",,
PALIGRACE,"naselje pri Nišu, Srbija",,
PALIJ,"ozek trak iz bele volne, okrašen s šestimi črnimi križi, ki se nosi okoli vratu čez mašni plašč (rel.)",,vpis
PALIK,"kristal določene snovi s kristalno obliko snovi, iz katere je nastala (min.)",,
PALIKAO,"francoski general - Charles Guillaume (1796†1878)",,
PALIKIR,"glavno mesto Mikronezije",,
PALIKUĆA,"naselje pri Leskovcu, Srbija",,
PALILALIJA,"bolezensko ponavljanje iste besede (med.)",,
PALILLO,"ameriški igralec - Ron (1949†2012), (Rubik, osupljiva kocka)",,
PALILULA,"naselje pri Svrljigu, Srbija",,
PALIMNEZA,"spominjanje že pozabljenega (med.)",,
PALIMPSEST,"mlajši zapis na pergamentu na zbrisanem starejšem besedilu",,
PALIN,"britanski igralec - Michael (1943-), (Brianovo življenje)",,
PALINDROM,"beseda, ki ima isti ali drug pomen, če se bere naprej ali nazaj (lingv.)",,
PALINGENEZA,"biološko obnavljanje (biol.)",,
PALINGER,"madžarska rokometašica - Katalin (1978-) (nekd.)",,
PALINODIJA,"pesem, pesnitev, ki preklicuje prejšnjo (lit.)",,
PALINOVEC,"naselje pri Donjem Kraljevcu, Hrvaška",,
PALINSKI,"poljski dvigalec uteži - Ireneusz (1932†2006)",,
PALINUR,"(v grški mitologiji) krmar Eneja, trojanskega junaka, ki je po padcu Troje plul proti Italiji, kjer naj bi ustanovil rimski narod",,
PALIO,"sienska viteška igra",,Perplexity
PALIPUTRA,"antično mesto v Indiji",,
PALIR,"oseba, ki vodi in nadzoruje potek gradbenih del, zagotavlja skladnost izvedbe z načrti in predpisi ter koordinira delo med izvajalci in naročniki",2026-04-23,vpis
PALISA,"avstrijski astronom - Johann (1848†1925)",,
PALISADA,"ograja iz priostrenih kolov (knjiž.)",,
PALISADES,"soteska reke Hudson, ZDA",,
PALISANDER,"dragoceno tropsko drevo, znano po svojem trdem, gostem in lepo obarvanem lesu",,perplexity
PALISANDROVINA,"vrsta trdega tropskega lesa, ki izvira iz rodov dreves v družini rožkotimovk",,vpis
PALISKA,"s prahom pomešana moka v mlinu (nar.)",,
PALIT,"naselje na otoku Rabu, Hrvaška",,
PALITANA,"romarski kraj v Indiji",,
PALIĆ,"naselje pri Subotici, Srbija",,
PALIČAR,"fižol z ovijajočim se steblom",,
PALIČAR,"vojak, oborožen s palico (nekdaj)",,
PALIČEVJE,"več palic (knjiž.)",,
PALIČICA,"paličasto pecivo",,
PALIČJE,"nosilec, sestavljen iz palic, ki tvorijo trikotnike (grad.)",,
PALIČNJAK,"žuželka paličastega telesa, brez kril (zool.)",,
PALJA,"naselje pri Surdulici, Srbija",,
PALJANE,"naselje pri Ćupriji, Srbija",,
"PALJE BRDO","naselje pri Konavlah, Hrvaška",,
PALJENKA,"žganje (zastar.)",,
PALJETAK,"hrvaški pesnik in prevajalec - Luko (1943†2024)",,
PALJETAK,"hrvaški skladatelj in šansonjer - Vlaho (1893†1944)",,
PALJEVINA,"naselje pri Drenju, Hrvaška",,
PALJEVINE,"naselje pri Ivanski, Hrvaška",,
PALJEVINE,"naselje pri Pljevljah, Črna Gora",,
PALJEVO,"naselje pri Tutinu, Srbija",,
PALJEVO,"naselje v občini Kanal",,
PALJEVŠTICA,"naselje pri Brusu, Srbija",,
PALJINA,"naselje pri Nišu, Srbija",,
PALJUGI,"naselje pri Jastrebarskem, Hrvaška",,
PALJUV,"naselje pri Novigradu, Hrvaška",,
PALJUVI,"naselje pri Ubu, Srbija",,
PALKONYA,"naselje v županiji Baranja, Madžarska",,
PALL,"avstrijska smučarka - Olga (1947-) (nekd.)",,perplexity
"PALL MALL","znana ulica v okrožju Westminster, London, Anglija",,
PALLADIO,"italijanski renesančni arhitekt - Andrea (1508†1580)",,
PALLAS,"nemški naravoslovec in raziskovalec - Peter Simon (1741†1811)",,
PALLAS,"planetoid med Marsom in Jupitrom, ki ga je leta 1802 odkril H. Olbers",,
PALLAVICINI,"italijanski tekstopisec - Vito (1924†2007)",,
PALLETTE,"ameriški igralec v nemih filmih - Eugène (1889†1954)",,
PALLIOPI,"retoromanski pesnik in leksikograf - Zaccaria (1820†1873)",,
PALLISTER,"britanski nogometaš - Gary (1965-) (nekd.)",,
PALM,"estonski operni pevec, basist - Mati (1942†2018)",,
PALM,"nemški violončelist in glasbeni pedagog - Siegfried (1927†2005)",,
"PALM BEACH","mesto na Floridi, ZDA",,
"PALM SPRINGS","mesto v Kaliforniji, ZDA",,
PALMA,"italijanski slikar - Jacopo ml. (ok. 1548†1628)",,
PALMA,"italijanski slikar - Jacopo st. (1480 †1528)",,
PALMA,"mesto v zvezni državi Minas Gerais, Brazilija",,
PALMA,"največje mesto na otoku Majorka, Španija (krajše)",,
PALMA,"perujski pesnik, jezikoslovec in zgodovinar - Ricardo (1833†1919)",,
PALMA,"tropsko ali subtropsko drevo",,
"PALMA CAMPANIA","mesto v pokrajini Napoli v regiji Kampanija, Italija (dve besedi)",,vpis
"PALMA DE MALLORCA","glavno mesto otoka Majorka, Španija",,
"PALMA DEL RIO","mesto v Španiji",,
"PALMA DI MONTECHIARO","mesto v pokrajini Agrigento na Siciliji, Italija",,
"PALMA SOLA","mesto v zvezni državi Santa Catarina, Brazilija",,
PALMACIA,"mesto v zvezni državi Ceara, Brazilija",,
PALMAJOR,"naselje v Šomodski županiji, Madžarska",,
PALMARA,"italijanski igralec - Domenico """"Mimmo"""" (1928†2016)",,
PALMARES,"avtonomna pokrajina v zvezni državi Alagoas, Brazilija",,
PALMAROLA,"otok v Pontskem otočju, Italija",,
PALMAS,"glavno mesto zvezne države Tocantins, Brazilija",,
PALMAS,"rt v zahodni Afriki",,
PALMBLAD,"švedski pisatelj in literarni zgodovinar - Vilhelm Fredrik (1788†1852)",,
PALME,"švedski politik, premier - Olof (1927†1986)",,perplexity
PALMEIRA,"mesto v zvezni državi Santa Catarina, Brazilija",,
PALMEIRANDIA,"mesto v zvezni državi Maranhao, Brazilija",,
PALMEIRANTE,"mesto v zvezni državi Tocantins, Brazilija",,
PALMEIRAS,"mesto v zvezni državi Bahia, Brazilija",,
PALMEIROPOLIS,"mesto v zvezni državi Tocantins, Brazilija",,
PALMELO,"mesto v zvezni državi Goias, Brazilija",,
PALMER,"ameriška igralka - Betsy (1926†2015)",,
PALMER,"ameriški igralec golfa - Arnold (1929†2016)",,
PALMER,"ameriški igralec golfa - Johnny (1918†2006)",,
PALMER,"ameriški kipar - Erastus Dow (1817†1904)",,
PALMER,"ameriški pisatelj in novinar - Frederic (1873†1958), (The Vagabond)",,
PALMER,"avstralski književnik - Edward Vance (1885†1959)",,
PALMER,"avstralski pisatelj - Vance ( 1885†1959)",,
PALMER,"britanski kritik in pisatelj - John Leslie (1885†1944)",,
PALMER,"britanski rok glasbenik (Emerson, Lake and Palmer) - Carl (1950-)",,
PALMER,"italijanski igralec - Renzo (1929†1988), (Družina)",,
PALMER,"nemško-ameriška igralka - Lilli (1914†1986), (Fantje iz Brazilije)",,
PALMERSTON,"britanski državnik - Henry John (1784†1865)",,
"PALMERSTON NORTH","mesto na Severnem otoku, Nova Zelandija",,
PALMETA,"okras v obliki stiliziranih palmovih listov (um.)",,
PALMGREN,"finski glasbenik, pianist - Selim (1878†1951)",,
PALMI,"mesto v pokrajini Reggio Kalabrija v regiji Kalabrija, Italija",,
PALMIERI,"italijanski fizik in meteorolog - Luigi (1807†1896)",,
PALMINOPOLIS,"mesto v zvezni državi Goias, Brazilija",,
PALMIRA,"mesto na zahodu Kolumbije",,
PALMIRA,"staro trgovsko mesto in oaza na področju današnjega Tadmorja, Sirija",,
PALMITAL,"mesto v zvezni državi Sao Paulo, Brazilija",,
PALMITINHO,"mesto v zvezni državi Rio Grande do Sul, Brazilija",,
PALMITOS,"mesto v zvezni državi Santa Catarina, Brazilija",,
PALMONOSTORA,"naselje v županiji Bacs-Kiskun, Madžarska",,
PALMOPOLIS,"mesto v zvezni državi Minas Gerais, Brazilija",,
PALMOSPAZEM,"krčevito tresenje mišic dlani (med.)",,
PALMOTIĆ,"dubrovniški književnik in diplomat - Dionorić, Jaketa (1623†1680)",,
PALMOTIĆ,"dubrovniški pisatelj, pesnik in dramatik - Junije (Džono) (1606†1657)",,
PALMOVEC,"palma (knjiž.)",,
PALMOVINA,"palmov les",,
PALMSTED,"švedski arhitekt - Erik (1741†1803)",,
PALNECA,"naselje in občina na Korziki, Francija",,
PALO,"finski igralec - Tauno (1908†1982), (Neiti Talonmies)",,
"PALO ALTO","mesto v Kaliforniji, ZDA (dve besedi)",,vpis
"PALO DEL COLLE","mesto v pokrajini Bari v regiji Apulija, Italija",,
PALOJCE,"naselje pri Leskovcu, Srbija",,
PALOMAR,"observatorij v južni Kaliforniji na istoimenski gori (1871 m), ZDA",,
"PALOMBARA SABINA","mesto v pokrajini Rim v regiji Lacij, Italija",,
PALOMINO,"španski slikar - Antonio (1653†1726)",,
PALOR,"nezdrava bledica na obrazu, pogosto povezana z boleznijo, strahom ali slabim počutjem (med.)",2026-03-14,vpis
PALOS,"naselje v Španiji",,
PALOTABOZSOK,"naselje v županiji Baranja, Madžarska",,
PALOTAS,"naselje v županiji Nograd, Madžarska",,
PALOVEC,"naselje pri Mali Subotici, Hrvaška",,
PALOVIČE,"naselje zahodno od Tržiča",,
PALPACIJA,"preiskovanje organov s tipanjem, otipavanjem (med.)",,
PALPIGRADI,"majhen red pajkovcev (zool.)",,
PALPITACIJA,"razbijanje srca (med.)",,
PALSA,"finski slikar - Hugo Kalervo (1947†1987)",,
PALSSON,"islandski politik, nekdanji premier - Forstein (1947-)",,
PALTROW,"ameriška igralka - Gwyneth (1972-), (Popolni umor)",,
PALTROW,"ameriški režiser - Bruce (1943†2002), (Pari)",,
PALUBA,"ladijski krov ali vodoravna površina trupa ladje, ki služi kot hodnik, delovna površina ali predel (navt.)",,vpis
PALUCCA,"nemška plesalka in koreografinja - Gret (1902†1993)",,
PALUCH,"poljski rokometaš - Tomasz (1975-) (nekd.)",,
PALUD,"bičje, ločje (nar.)",,
PALUD,"naplavljeni drobir (nar.)",,
PALUDAN,"danski pisatelj - Jacob (1896†1975), (Markerne modnes)",,
PALUDAN,"psevdonim danskega pesnika Frederika Müllerja (1809†1876), (Adam Homo)",,
PALUDJE,"naplavljeni drobir (nar.)",,
PALUDNICA,"ob vodah rastoča rastlina z zlato rumenimi cvetovi",,
PALUSALU,"estonski rokoborec - Kristjan (1908†1987)",,
PALČEK,"majhnemu moškemu podobno bradato pravljično bitje",,
PALČEK,"pravljica, ki sta jo napisala brata Grimm",,
PALČEK,"zelo majhen človek (ekspr.)",,
PALČEK,"zelo majhna ptica pevka z rjavkastim kratkim repom (zool.)",,
PALČICA,"majhni deklici podobno pravljično bitje",,
PALČIČ,"slovenski biofizik - Branko (1941-)",,
PALČIČ,"slovenski slikar in grafik - Klavdij (1940†2021)",,
PALČJE,"gručasto naselje vzhodno od Pivke",,
PALČKA,"paličasto pecivo",,
PALČNICA,"rokavica z enim prstom",,
PALČNIK,"dlakava rastlina s temno modrimi zvončastimi cvetovi v socvetju",,
PALČNIK,"rokavica z enim prstom, palčnica",,
"PALŠKO JEZERO","občasno jezero ob Pivki",,
PAMBUKOVICA,"naselje pri Ubu, Srbija",,
PAMET,"splošni izraz za sposobnost razumnega mišljenja, razuma ali inteligence",,vpis
PAMETIVA,"tepežni dan (nar.)",,
PAMETNICA,"pametna ženska (ekspr.)",,
PAMETNIK,"pameten človek (ekspr.)",,
PAMETNJAK,"kdor se dela pametnega (iron.)",,
PAMETNJAKOVIČ,"oseba, ki se pretvarja, da ve vse, pogosto pa poskuša pokazati svojo pamet ali modrost na način, ki je lahko nadležen ali ironičen za druge",,perplexityy
PAMETNOST,"lastnost pametnega človeka (knjiž.)",,
PAMEČE,"razloženo naselje severno od Slovenj Gradca",,
PAMFIL,"starogrški slovničar iz Aleksandrije",,
PAMFILIJA,"antična pokrajina v Mali Aziji",,
PAMFLET,"sramotilni spis",,
PAMFLETIST,"pisec pamfletov",,
PAMICH,"italijanski atlet, tekmovalec v hitri hoji - Abdon (1933-) (nekd.)",,
PAMIERS,"mesto v vzhodni Franciji",,
PAMIR,"gorovje v srednji Aziji",,
PAMIĆ,"hrvaški trener in nekdanji nogometaš - Igor (1969-)",,
PAMLÉNY,"naselje v županiji Borsod-Abauj-Zemplen, Madžarska",,
PAMPA,"južnoameriška stepa",,
PAMPA,"mesto v zvezni državi Teksas, ZDA",,
PAMPANINI,"italijanska igralka - Silvana (1925†2016), (Napoleon)",,
PAMPERO,"močan, hladen severozahodni veter, ki piha z Andov čez pampe",,
PAMPITA,"vzdevek argentinske manekenke Ane Caroline Ardohain (1981-)",,
PAMPLONA,"mesto ob reki Argi, Španija",,
PAMPURI,"albanski dvigalec uteži - Imer (1944†2017)",,
PAMUK,"naselje v Šomodski županiji, Madžarska",,
PAMUK,"turški pisatelj - Orhan, nobelovec leta 2006 (1952-), (Ime mi je rdeča)",,
PAMŽ,"ljubkovalno ali pogovorno poimenovanje za mlajšega fanta ali dečka, ponavadi razvajenega ali razuzdanega",,vpis
PAN,"(v grški mitologiji) bog divjine, gozda, pastirjev, čred, pašnikov, lova in pastoralne glasbe, hkrati pa tudi sopotnik nimfam",,perplexity
PAN,"Saturnov najbližji naravni satelit",,vpis
PAN,"gospod po češko in poljsko",,
PAN,"plemič, fevdalec v poljskem okolju",,
PAN,"uradna okrajšava za Panamo",,
"PAN AM","nekoč največja in najpomembnejša mednarodna letalska družba v ZDA, ki je leta 1991 prenehala delovati (dve besedi)",,vpis
PANACEJA,"mitološko čudežno zdravilo za vse bolezni",,
PANADERO,"španski rokometaš - Alcala Juan Jose (1974-) (nekd.)",,
PANAFRIKANIZEM,"gibanje za enotnost in sodelovanje afriških narodov",,
PANAHI,"iranski režiser - Jafar (1960-), (Ofsajd)",,
PANAJEV,"ruski pisatelj - Ivan Ivanovič (1812†1862)",,
PANAJEVA,"ruska pisateljica - Avdotja Jakovljevna Golovačeva (1819†1893)",,
PANAJTIJ,"grški filozof (ok. 185 pr. n. š.†109 pr. n. š.), Panaitios",,
PANAKEJA,"(v grški mitologiji) hči grškega boga zdravilstva Asklepija",,
PANAMA,"srednjeameriška država, ki povezuje Severno in Južno Ameriko ter gosti eno najpomembnejših pomorskih poti na svetu",2026-04-14,vpis
PANAMA,"glavno mesto Paname",,
PANAMA,"mesto v zvezni državi Goias, Brazilija",,
PANAMA,"slamnik, tkan iz zelo tankih rastlinskih vlaken",,perplexity
PANAMA,"tkanina za moške srajce",,
PANAMAX,"velikostni razred tovornih ladij, ki še lahko plujejo skozi Panamski prekop",,
PANAMBI,"mesto v zvezni državi Rio Grande do Sul, Brazilija",,
PANAMERIKANIZEM,"gibanje za tesnejše sodelovanja vseh ameriških držav pod pokroviteljstvom ZDA",,
"PANAMSKI PREKOP","umetna plovna pot med Atlantikom in Tihim oceanom v Srednji Ameriki (dve besedi)",,vpis
PANANGITIS,"vnetje žilne stene (med.)",,
PANARABIZEM,"težnja po združitvi vseh arabskih narodov, vsearabstvo",,
PANARICIJ,"kljuvajoče gnojno vnetje na prstu (med.)",,
PANARO,"desni pritok Pada v Italiji",2026-04-13,vpis
PANARO,"italijanska igralka - Alessandra (1939†2019), (Herkul)",,
PANARTRITIS,"vnetje vseh delov sklepa (med.)",,
PANATENAJE,"glavni praznik boginje Atene v antiki",,
PANATTA,"italijanski teniški igralec - Adriano (1950-) (nekd.)",,perplexity
PANAY,"otok v Visayanskem otočju, Filipini",,
PANCAR,"slovenski motokrosist - Jan (2000-)",,
PANCARO,"italijanski nogometaš - Giuseppe (1971-) (nekd.)",,
PANCAS,"mesto v zvezni državi Espirito Santo, Brazilija",,
PANCE,"slovenski igralec hokeja na ledu - Erik (1991-)",,perplexity
PANCE,"slovenski igralec hokeja na ledu - Žiga (1991-)",,perplexity
PANCE,"strnjeno hribovsko naselje vzhodno od Ljubljane",,
PANCER,"smučarski čevelj z nepregibnim podplatom (žarg.)",,perplexity
PANCETA,"slanina s plastmi mesa (nar.)",,
PANCHERACCIA,"naselje in občina na Korziki, Francija",,
PANCITOPENIJA,"zmanjšano število krvnih celic (med.)",,
PANCRAZI,"italijanski pisatelj - Pietro (1893†1956)",,
PAND,"naselje v županiji Pešta, Madžarska",,perplexity
PANDA,"slovenska glasbena skupina",,
PANDA,"tibetanski medved, ki se hrani z bambusovimi vršički",,
PANDAN,"nasprotje, dopolnilo",,
PANDAR,"(v grški mitologiji) likijski zaveznik Grkov v boju za Trojo, Pandaros",,
PANDAROS,"(v grški mitologiji) likijski zaveznik Grkov v boju za Trojo, Pandar",,
PANDEKTE,"zbirka pravnih določb iz starih rimskih zakonikov (jur.)",,
PANDEMIJA,"epidemija širšega obsega (med.)",,
PANDEMONIJ,"veliko trpljenje, bolečina, grozota",,
PANDERO,"baskovski boben s kraguljčki (muz.)",,
PANDEV,"makedonski nogometaš - Goran (1983-), (nekd.)",,
PANDHARPUR,"mesto v zvezni državi Maharaštra, Indija",,
PANDION,"(v grški mitologiji) oče Prokne in Filomeje, atenski kralj",,
PANDIT,"naslov za učene ljudi v Indiji",,
PANDO,"bolivijski general in politik, predsednik - Jose Manuel (1849†1917)",,perplexity
PANDORA,"(v grški mitologiji) prva ženska na svetu, ki so jo ustvarili bogovi",,vpis
PANDORA,"ena izmed manjših Saturnovih notranjih lun",,vpis
PANDORA,"starodavno brenkalo z dolgim vratom, ki velja za daljnega prednika današnje kitare, lutnje in tamburice",,vpis
PANDUR,"slovenska dramaturginja - Livia (1959-)",,
PANDUR,"slovenski gledališki režiser - Tomaž (1963†2016)",,
PANDUR,"slovenski slikar - Ludvik (1947†2025)",,
PANDUR,"slovenski slikar in grafik - Lajči (1913†1973)",,
PANDUR,"stražnik, birič (nekdaj)",,
PANDURO,"danski pisatelj - Leif (1923†1977), (Oskar ali zakon težnosti)",,
PANDUROVIĆ,"srbski pisatelj - Sima (1883†1960), (Smrtne počasti)",,
PANDURU,"romunski nogometaš - Basarab Nicä (1970-) (nekd.)",,
PANDŽA,"slovenska plavalka - Nina (1985-)",,
PANDŽAB,"indijsko-pakistanska pokrajina",,
PANEGIRIK,"pisec panegirikov, govornik (knjiž.)",,
PANEGIRIK,"slavnostni govor, sestavek (knjiž.)",,
PANEIRA,"portugalski nogometaš - Vitor (1966-) (nekd.)",,
PANEL,"panelna plošča, panelka (žarg.)",,
PANELKA,"panelna plošča, panel (žarg.)",,
PANERAI,"italijanski operni pevec, baritonist - Rolando (1924†2019)",,
PANETH,"avstrijski kemik - Friedrich Adolf (1887†1958)",,
PANETIJ,"grški filozof (180 pr. n. š.†110 pr. n. š.)",,
PANETTA,"italijanski atlet, tekač na 3000 m z zaprekami - Francesco (1963-) (nekd.)",,
PANEVLJE,"naselje pri Vranju, Srbija",,
PANEČE,"razloženo naselje zahodno od Jurkloštra",,
PANEŠPLJA,"okrasni grm z belimi ali bledo rožnatimi cvetovi in rdečimi plodovi (vrtn.)",,
PANEŠPLJICA,"okrasni grm z belimi ali bledo rožnatimi cvetovi in rdečimi plodovi (vrtn.)",,
PANFEROV,"ruski pisatelj - Fjodor  Ivanovič (1896†1960), (Bruski)",,
PANFILOV,"ruski režiser - Gleb Anatoljevič (1934†2003), (Valentina)",,
PANFOBIJA,"strah pred vsem (med.)",,
PANGA,"vrsta morskih rib iz družine šparov (zool.)",,
PANGALOS,"grški general in politik,predsednik  - Theodoros (1878†1952)",,
PANGANDARAN,"mesto in distrikt v Pangandaranski oblasti v Zahodni Javi, Indonezija",,
PANGANI,"reka na severovzhodu Tanzanije",,
PANGEA,"Društvo za varovanje okolja iz Kopra",,
PANGEA,"gora na kateri naj bi potekala vojna med Titani in grškimi bogovi",,
PANGEA,"tisti trenutek v zemeljski zgodovini, ko so bili vsi današnji celinski akterji združeni v en sam, orjaški superkontinent (geol.)",2026-03-16,vpis
PANGERC,"slovenski alpinist - Tonček (1925†1954)",,
PANGERC,"slovenski kulturni delavec in politik - Josip (1868†1925)",,
PANGERC,"slovenski pesnik in pisatelj - Boris (1952-), (Breg)",,
PANGERMAN,"privrženec pangermanizma",,
PANGERMANIZEM,"gibanje za politično in duhovno združitev vseh Nemcev v 19. stoletju",,
PANGERMANSTVO,"gibanje za politično in duhovno združitev vseh Nemcev v 19. stoletju",,
PANGOS,"kanadski košarkar - Kevin (1993-)",,
PANGRAM,"stavek ali del besedila, pri katerem so uporabljene vse črke abecede",,
PANGRŠICA,"naselje pri Goričah na Gorenjskem",,
PANHARD,"francoski inženir - Rene (1841†1908)",,
PANHELEN,"privrženec panhelenizma",,
PANHELENIZEM,"gibanje za združitev vseh grških ljudstev (zgod.)",,
PANHIDROZA,"pretirano potenje po vsem telesu (med.)",,
PANIAGUA,"perujski politik, predsednik - Valentin (1936†2006)",,
PANICKER,"indijski dramatik in pesnik - Kavalam Narayana (1928†2016)",,
PANIHATI,"mesto v zvezni državi Zahodna Bengalija, Indija",,
PANIHIDA,"žalni obredi za umrlimi v pravoslavni veri",,
PANIKA,"družbeni roman slovenske igralke, televizijske voditeljice in mladinske pisateljice Dese Muck",,
PANIKA,"zmeda, nered",,
PANIKAR,"paničar (knjiž.)",,
PANIN,"ruski politik - Nikita Ivanovič Graf (1718†1783)",,
PANIN,"ruski politik in vojskovodja - Pjotr Ivanovič (1721†1789)",,
PANINI,"indijski slovničar iz 4. stoletja",2026-04-23,vpis
PANIPAT,"mesto v zvezni državi Harjana, Indija",,
PANIS,"francoski voznik formule 1 - Oliver (1966-) (nekd.)",,
PANISLAMIZEM,"gibanje za politično združitev vseh islamskih narodov",,
PANIZZI,"italijansko-britanski bibliotekar - Anthony (1797†1879)",,
PANIĆ,"jugoslovanski general, načelnik generalštaba - Života (1933†2003)",,
PANIĆ,"srbski pesnik in prevajalec - Milorad Surep (1912†1968), (Jasika)",,
PANIČAR,"kdor povzroča paniko (ekspr.)",,
PANIČARSTVO,"ravnanje paničarjev (ekspr.)",,
PANJ,"spodnji del drevesa (koreninski vrat s koreninami), ki ostane v zemlji, potem ko drevo posekajo ali se zlomi",2026-03-08,vpis
PANJ,"bivališče čebelje družine, čebelnjak",2026-03-08,vpis
PANJAK,"naselje pri Užicah, Srbija",,
PANJAN,"hrvaški fitopatolog - Milan (1906†1981)",,
PANJAN,"slovenski gradbenik - Jože (1951-)",,
PANJANI,"naselje pri Kostajnici, Hrvaška",,
PANJEVAC,"naselje pri Aleksandrovcu, Srbija",,
PANJEVAC,"naselje pri Despotovcu, Srbija",,
PANJEVEC,"drevo, zraslo iz poganjka na panju (gozd.)",,
PANJEVKA,"goba medeno rjave barve s temnejšimi luskami na klobuku",,
PANK,"glasbena zvrst, ki izvira iz sredine 1970-ih let",,vpis
PANKARDITIS,"vnetje srca in osrčja (med.)",,
PANKASZ,"naselje v županiji Tolna, Madžarska",,
PANKAU,"nemški nogometaš - Herbert (1941-) (nekd.)",,
PANKELJC,"trak, trakec (pog.)",,
PANKHURST,"britanska bojevnica za žensko volilno pravico - Christabel Harriette (1880†1958)",,
PANKIEWICZ,"poljski slikar - Jozef (1866†1940)",,
PANKOK,"nemški arhitekt - Bernhard (1872†1943)",,
PANKOK,"nemški slikar, grafik in kipar - Otto (1893†1966)",,perplexity
PANKOV,"ruski igralec hokeja na ledu - Aleksander Sergejevič (1991-)",,
PANKOV,"ruski slikar - Konstantin Leonidovič (1910†1942)",,
PANKOV,"srbski nogometaš - Radovan (1995-)",,
PANKOVO,"naselje pri Petrovcu na Mlavi, Srbija",,
PANKOW,"ameriški igralec - John (1954-)",,
PANKOW,"francoska psihoanalitičarka - Gisela (1914†1998)",,
PANKRAC,"moško osebno ime",,
PANKRACIJ,"prvi izmed tako imenovanih ledenih mož, treh svetnikov, ki godujejo zaporedoma od 12. do 14. maja",,
PANKRATION,"prosta rokoborba pri starih Grkih",,
PANKRATOV,"ruski plavalec - Denis (1974-) (nekd.)",,
PANKRATOVA,"ruska zgodovinarka - Ana Mihajlovna (1897†1957)",,
PANKREAS,"organ prebavnega trakta, trebušna slinavka (anat.)",,
PANKREATIN,"ferment v trebušni slinavki",,
PANKREATITIS,"vnetje trebušne slinavke (med.)",,
PANKRETIĆ,"hrvaški politik - Božidar (1964-)",,
PANKRT,"nezakonski otrok (slabš.)",,
PANKRTI,"nekdanja ljubljanska pank skupina",,
PANKU,"po kitajski mitologiji velikansko bitje, iz katerega je nastal svet",,
PANLOGIZEM,"Heglov nauk, da je um absolutna stvarnost, svet pa samo opredmetenje uma (filoz.)",,perplexity
PANMIKSIJA,"parjenje po zakonih naključnosti (biol.)",,
PANMUNJON,"mesto v Koreji",,
PANN,"romunski skladatelj, pesnik, folklorist in pisatelj - Anton (1790†1854), (Adiata)",,
PANNECE,"naselje in občina v departmaju Loire-Atlantique, Francija",,
PANNEKOEK,"nizozemski astronom - Anton (1873†1960)",,
PANNINI,"italijanski slikar in arhitekt - Giovanni Paolo (1691†1765)",,
PANNO,"argentinski šahovski velemojster - Oscar (1935-)",,
PANNONHALMA,"naselje v županiji Győr-Moson-Sopron, Madžarska",,
PANNONIA,"mednarodna razstava likovne umetnosti v Murski Soboti",,vpis
PANO,"velikanska tabla ob avtocestah in v mestih za komercialna sporočila",,vpis
PANOFKA,"nemški arheolog - Robert (1866†1947)",,
